,Revenue,Company Name,parsed_sector,states,parsed_type_of_ownership,Industry,parsed_job_title,parsed_founded,Rating,description_length,Size,per_hour_salary_jobs,fixed_salary_jobs,average_salary
493,$10+ billion (USD),Procter & Gamble,Manufacturing,OH,Company - Public,Consumer Products Manufacturing,data scientist phd,1837.0,,343,10000+ Employees,1,0,110240.0
494,Unknown / Non-Applicable,Spotify,Manufacturing,NY,Company - Public,Consumer Products Manufacturing,"data scientist, creation platform",1837.0,4.2,693,10000+ Employees,1,0,110240.0
495,Unknown / Non-Applicable,Nexient,Information Technology,,Company - Public,Internet,machine learning engineer,2006.0,4.2,751,5001 to 10000 Employees,1,0,110240.0
496,Unknown / Non-Applicable,CORMAC,Information Technology,,Company - Private,Enterprise Software & Network Solutions,junior data scientist / entry level data scientist,2009.0,3.8,946,501 to 1000 Employees,1,0,110240.0
497,Unknown / Non-Applicable,McKinsey & Company,Business Services,MA,Company - Private,Consulting,junior data engineer - quantumblack,1926.0,,526,10000+ Employees,1,0,110240.0
498,Unknown / Non-Applicable,BridgeBio,Business Services,Remote,Company - Private,Consulting,data engineer/data science engineer,1926.0,4.4,573,10000+ Employees,1,0,110240.0
499,Unknown / Non-Applicable,Syrinx,Biotech & Pharmaceuticals,Remote,Company - Public,Biotech & Pharmaceuticals,data scientist - remote,2015.0,4.2,1296,201 to 500 Employees,1,0,110240.0
500,$10+ billion (USD),Procter & Gamble,Manufacturing,OH,Company - Public,Consumer Products Manufacturing,data scientist masters,1837.0,,246,10000+ Employees,1,0,110240.0
501,,SquadMethod,Manufacturing,Remote,Company - Public,Consumer Products Manufacturing,senior data consultant,1837.0,4.2,1240,10000+ Employees,1,0,110240.0
502,$10+ billion (USD),Microsoft,Information Technology,,Company - Public,Computer Hardware & Software,content developer 1,1975.0,4.4,840,10000+ Employees,1,0,110240.0
503,$10+ billion (USD),Microsoft,Information Technology,,Company - Public,Computer Hardware & Software,delivery data science ic3,1975.0,4.4,840,10000+ Employees,1,0,110240.0
504,$10+ billion (USD),Pinnacle Group,Information Technology,TN,Company - Public,Computer Hardware & Software,data engineer (remote 667-1),1975.0,4.4,1371,10000+ Employees,1,0,110240.0
505,,Amer Technology In,Manufacturing,TX,Company - Public,Transportation Equipment Manufacturing,data scientist,1957.0,3.9,853,10000+ Employees,1,0,110240.0
506,Unknown / Non-Applicable,Pacific Northwest National Laboratory,Government,WA,Government,Federal Agencies,data scientist,1862.0,3.7,633,10000+ Employees,1,0,110240.0
507,$500 million to $1 billion (USD),Allstate,"Oil, Gas, Energy & Utilities",IL,Government,Energy,avail - staff data scientist (remote home based worker),1965.0,4.1,1506,1001 to 5000 Employees,1,0,110240.0
508,$25 to $50 million (USD),Denken Solutions Inc,Information Technology,CA,Company - Private,IT Services,data science (100% remote),1931.0,3.5,760,10000+ Employees,1,0,110240.0
509,$25 to $50 million (USD),Cisco Systems,Information Technology,CA,Company - Private,IT Services,data visualization engineer,2010.0,4.2,159,201 to 500 Employees,1,0,110240.0
510,$10+ billion (USD),NSI Inc.,Information Technology,Remote,Company - Private,Computer Hardware & Software,data scientist,1984.0,4.3,4414,10000+ Employees,1,0,110240.0
511,$10+ billion (USD),Tech True Up,Manufacturing,Remote,Company - Public,Consumer Products Manufacturing,data scientist,1837.0,4.2,693,10000+ Employees,1,0,110240.0
512,Unknown / Non-Applicable,Spotify,Information Technology,NY,Company - Public,Internet,"machine learning research scientist, algorithmic impact & responsibility",2006.0,,630,5001 to 10000 Employees,1,0,110240.0
513,,Spotify,Information Technology,NY,Company - Public,Internet,"data scientist, creation platform",2006.0,4.2,988,5001 to 10000 Employees,1,0,110240.0
514,Unknown / Non-Applicable,IntegrateUs Services,Information Technology,Remote,Company - Public,Internet,data scientist,2006.0,4.2,751,5001 to 10000 Employees,1,0,110240.0
515,,Nestria,Manufacturing,Remote,Company - Public,Consumer Products Manufacturing,data science tutors,1837.0,4.2,1240,10000+ Employees,1,0,110240.0
516,Unknown / Non-Applicable,OpenTable,Information Technology,CA,Company - Public,Internet,data science engineer,1998.0,4.0,678,1001 to 5000 Employees,1,0,110240.0
517,Unknown / Non-Applicable,McKinsey & Company,Business Services,MA,Company - Private,Consulting,junior data engineer - quantumblack,,4.0,362,1001 to 5000 Employees,1,0,110240.0
518,,Toyota,Business Services,TX,Company - Private,Consulting,data scientist,1926.0,4.4,573,10000+ Employees,1,0,110240.0
519,$10 to $25 million (USD),Syrinx,Manufacturing,Remote,Company - Public,Transportation Equipment Manufacturing,data scientist - remote,1957.0,3.9,832,10000+ Employees,1,0,110240.0
520,$10+ billion (USD),Microsoft,Information Technology,,Company - Public,Computer Hardware & Software,content developer 1,1975.0,4.4,840,10000+ Employees,1,0,110240.0
521,,Toyota,Information Technology,TX,Company - Public,Computer Hardware & Software,junior data scientist,1975.0,4.4,840,10000+ Employees,1,0,110240.0
522,,Microsoft,Manufacturing,,Company - Public,Transportation Equipment Manufacturing,delivery data science ic3,1957.0,3.9,853,10000+ Employees,1,0,110240.0
523,$10+ billion (USD),Pinnacle Group,Information Technology,TN,Company - Public,Computer Hardware & Software,data engineer (remote 667-1),1975.0,4.4,1371,10000+ Employees,1,0,110240.0
524,$500 million to $1 billion (USD),US Internal Revenue Service,"Oil, Gas, Energy & Utilities",VI,Government,Energy,mathematical statistician (data scientist) or statistician (data scientist),1965.0,4.1,1506,1001 to 5000 Employees,1,0,110240.0
525,Unknown / Non-Applicable,Allstate,Government,IL,Government,Federal Agencies,avail - staff data scientist (remote home based worker),1862.0,3.7,633,10000+ Employees,1,0,110240.0
526,$10+ billion (USD),Denken Solutions Inc,Insurance,CA,Company - Public,Insurance Agencies & Brokerages,data science (100% remote),1931.0,3.5,760,10000+ Employees,1,0,110240.0
527,$25 to $50 million (USD),Journey Foods,Information Technology,TX,Company - Private,IT Services,data scientist,2010.0,4.2,159,201 to 500 Employees,1,0,110240.0
528,$10+ billion (USD),NSI Inc.,Information Technology,Remote,Company - Private,Computer Hardware & Software,data scientist,1984.0,4.3,4414,10000+ Employees,1,0,110240.0
529,$10+ billion (USD),Facebook,Information Technology,Remote,Company - Public,Internet,"data engineer, product analytics",2004.0,,812,10000+ Employees,1,0,110240.0
530,$10+ billion (USD),Salesforce,Information Technology,Remote,Company - Public,Internet,data science engineer,2004.0,4.3,1300,10000+ Employees,1,0,110240.0
531,$10+ billion (USD),PRA Health Sciences,Information Technology,Remote,Company - Public,Computer Hardware & Software,statistical programmer 1,1999.0,4.4,1101,10000+ Employees,1,0,110240.0
532,$2 to $5 billion (USD),Toyota,Biotech & Pharmaceuticals,TX,Company - Public,Biotech & Pharmaceuticals,data scientist,1976.0,4.1,640,10000+ Employees,1,0,110240.0
533,$10+ billion (USD),Halo Solutions,Manufacturing,Remote,Company - Public,Transportation Equipment Manufacturing,data scientist,1957.0,3.9,832,10000+ Employees,1,0,110240.0
534,Unknown / Non-Applicable,Spotify,Business Services,NY,Company - Private,Consulting,"machine learning research scientist, algorithmic impact & responsibility",1926.0,4.4,573,10000+ Employees,1,0,110240.0
535,Unknown / Non-Applicable,BridgeBio,Information Technology,Remote,Company - Public,Internet,data engineer/data science engineer,2006.0,4.2,988,5001 to 10000 Employees,1,0,110240.0
536,Unknown / Non-Applicable,Spotify,Biotech & Pharmaceuticals,NY,Company - Public,Biotech & Pharmaceuticals,"data scientist, creation platform",2015.0,4.2,1296,201 to 500 Employees,1,0,110240.0
537,Unknown / Non-Applicable,Newsly Technologies,Information Technology,,Company - Public,Internet,data scientist,2006.0,4.2,751,5001 to 10000 Employees,1,0,110240.0
538,Unknown / Non-Applicable,Procter & Gamble,Information Technology,OH,Company - Public,Internet,data scientist masters,1998.0,4.0,362,1001 to 5000 Employees,1,0,110240.0
539,$10+ billion (USD),Teladoc Health,Manufacturing,CO,Company - Public,Consumer Products Manufacturing,data engineer,1837.0,4.2,1240,10000+ Employees,1,0,110240.0
540,$10+ billion (USD),Microsoft,Information Technology,,Company - Public,Computer Hardware & Software,content developer 1,1975.0,4.4,840,10000+ Employees,1,0,110240.0
541,$10+ billion (USD),Microsoft,Information Technology,,Company - Public,Computer Hardware & Software,delivery data science ic3,1975.0,4.4,840,10000+ Employees,1,0,110240.0
542,$10+ billion (USD),Pinnacle Group,Information Technology,TN,Company - Public,Computer Hardware & Software,data engineer (remote 667-1),1975.0,4.4,1371,10000+ Employees,1,0,110240.0
543,Unknown / Non-Applicable,Pacific Northwest National Laboratory,Government,WA,Government,Federal Agencies,data scientist,1862.0,3.7,633,10000+ Employees,1,0,110240.0
544,$500 million to $1 billion (USD),Allstate,"Oil, Gas, Energy & Utilities",IL,Government,Energy,avail - staff data scientist (remote home based worker),1965.0,4.1,1506,1001 to 5000 Employees,1,0,110240.0
545,$10+ billion (USD),Denken Solutions Inc,Insurance,CA,Company - Public,Insurance Agencies & Brokerages,data science (100% remote),1931.0,3.5,760,10000+ Employees,1,0,110240.0
546,$25 to $50 million (USD),Cisco Systems,Information Technology,CA,Company - Private,IT Services,data visualization engineer,2010.0,4.2,159,201 to 500 Employees,1,0,110240.0
547,$10+ billion (USD),NSI Inc.,Information Technology,Remote,Company - Private,Computer Hardware & Software,data scientist,1984.0,4.3,4414,10000+ Employees,1,0,110240.0
548,$10+ billion (USD),Tech True Up,Manufacturing,Remote,Company - Public,Consumer Products Manufacturing,data scientist,1837.0,4.2,693,10000+ Employees,1,0,110240.0
549,Unknown / Non-Applicable,Spotify,Information Technology,NY,Company - Public,Internet,"machine learning research scientist, algorithmic impact & responsibility",2006.0,4.2,630,5001 to 10000 Employees,1,0,110240.0
550,Unknown / Non-Applicable,Spotify,Information Technology,NY,Company - Public,Internet,"data scientist, creation platform",2006.0,4.2,988,5001 to 10000 Employees,1,0,110240.0
551,,IntegrateUs Services,Information Technology,Remote,Company - Public,Internet,data scientist,2006.0,4.2,751,5001 to 10000 Employees,1,0,110240.0
552,,Nestria,Manufacturing,Remote,Company - Public,Consumer Products Manufacturing,data science tutors,1837.0,4.2,1240,10000+ Employees,1,0,110240.0
553,,OpenTable,,CA,IT Services,Information Technology,data science engineer,,3.4,678,51 to 200 Employees,1,0,110240.0
554,Unknown / Non-Applicable,McKinsey & Company,Information Technology,MA,Company - Public,Internet,junior data engineer - quantumblack,1998.0,4.0,362,1001 to 5000 Employees,1,0,110240.0
555,,Toyota,Business Services,TX,Company - Private,Consulting,data scientist,1926.0,4.4,573,10000+ Employees,1,0,110240.0
556,$10 to $25 million (USD),Syrinx,Manufacturing,Remote,Company - Public,Transportation Equipment Manufacturing,data scientist - remote,1957.0,3.9,832,10000+ Employees,1,0,110240.0
557,$25 to $50 million (USD),Space Telescope Science Institute,Education,MD,Company - Private,Colleges & Universities,science data engineer - hrc0002250,1981.0,3.7,1346,501 to 1000 Employees,0,1,93000.0
558,$10+ billion (USD),Fidelity Investments,Finance,MA,,Investment Banking & Asset Management,"vice president, data science practice lead",1981.0,3.7,1346,501 to 1000 Employees,0,1,130000.0
559,$10+ billion (USD),"InnovaCare Partners, LLC",Finance,FL,Company - Private,Investment Banking & Asset Management,data analyst,1946.0,4.3,1042,10000+ Employees,0,1,130000.0
560,Unknown / Non-Applicable,Keen Decision Systems,Transportation & Logistics,NJ,Company - Private,Rail,client success associate,1928.0,3.2,591,201 to 500 Employees,0,1,62000.0
561,$10+ billion (USD),Novartis,,MA,Company - Private,Aerospace & Defense,"genomics research scientist, biomarker development",2001.0,4.0,1895,201 to 500 Employees,0,1,112500.0
562,$10+ billion (USD),Assetmark Trust,Biotech & Pharmaceuticals,IL,Company - Public,Biotech & Pharmaceuticals,technical lead,1996.0,4.2,2615,10000+ Employees,0,1,112500.0
563,$10+ billion (USD),Takeda Pharmaceutical,Biotech & Pharmaceuticals,CA,Company - Public,Biotech & Pharmaceuticals,head of analytical quality control,1996.0,4.2,2615,10000+ Employees,0,1,112500.0
564,$100 to $500 million (USD),Covenant Physician Partners,Health Care,TN,Company - Private,Health Care Services & Hospitals,data engineer,2008.0,3.3,1064,1001 to 5000 Employees,0,1,88000.0
565,$100 to $500 million (USD),Premier Health,Health Care,OH,Company - Private,Health Care Services & Hospitals,quality data analyst,2008.0,4.0,876,1001 to 5000 Employees,0,1,88000.0
566,,BISSELL,,MI,Health Care Services & Hospitals,Health Care,data management project lead,,3.6,1053,10000+ Employees,0,1,64500.0
567,Unknown / Non-Applicable,Children's Hospital & Medical Center,Health Care,NE,Nonprofit Organization,Health Care Services & Hospitals,data engineer / care transformation,1948.0,3.8,957,1001 to 5000 Employees,0,1,82000.0
568,Unknown / Non-Applicable,Ferguson,Health Care,VA,Nonprofit Organization,Health Care Services & Hospitals,supply chain data analyst,1948.0,3.8,657,1001 to 5000 Employees,0,1,82000.0
569,Unknown / Non-Applicable,Fanatics Inc.,Health Care,FL,Nonprofit Organization,Health Care Services & Hospitals,data analyst - fulfilment center,1948.0,3.8,657,1001 to 5000 Employees,0,1,82000.0
570,$10+ billion (USD),GEICO,Insurance,MD,Subsidiary or Business Segment,Insurance Carriers,azure mlops engineer,1936.0,3.4,3,10000+ Employees,0,1,97000.0
571,$10+ billion (USD),Embrace Home Loans,Insurance,RI,Subsidiary or Business Segment,Insurance Carriers,data engineer,1936.0,3.4,920,10000+ Employees,0,1,97000.0
572,$10+ billion (USD),Equity Residential,Insurance,IL,Subsidiary or Business Segment,Insurance Carriers,data engineer,1936.0,3.4,920,10000+ Employees,0,1,97000.0
573,$2 to $5 billion (USD),"Lexmark International, Inc.",Information Technology,KY,Company - Private,Computer Hardware & Software,global hardware demand planning manager,1991.0,3.9,3,10000+ Employees,0,1,83500.0
574,$2 to $5 billion (USD),RUE GILT GROUPE,Information Technology,MA,Company - Private,Computer Hardware & Software,"manager, testing optimization & analytics",1991.0,3.9,845,10000+ Employees,0,1,83500.0
575,$2 to $5 billion (USD),NCCI,Information Technology,FL,Company - Private,Computer Hardware & Software,it auditor - cisa required,1991.0,3.9,845,10000+ Employees,0,1,83500.0
576,$10+ billion (USD),GEICO,Insurance,MD,Subsidiary or Business Segment,Insurance Carriers,senior data engineer,1936.0,3.4,723,10000+ Employees,0,1,111500.0
577,$10+ billion (USD),Fannie Mae,Insurance,VA,Subsidiary or Business Segment,Insurance Carriers,cloud data science manager,1936.0,3.4,900,10000+ Employees,0,1,111500.0
578,$2 to $5 billion (USD),Indeed,Information Technology,CO,Company - Private,Internet,senior data science manager - job seeker profile,2004.0,4.3,1965,10000+ Employees,0,1,140500.0
579,$25 to $50 million (USD),Discover,Finance,IL,Company - Public,Banks & Credit Unions,lead data science analyst - ihm,2004.0,4.3,1965,10000+ Employees,0,1,140500.0
